,kingdom,phylum,class,order,family,genus,species,locality,stateProvince,lat,lng,elevation,day,month,year,taxonKey,ScientificName,VernacularNames
489,Animalia,Chordata,Mammalia,Carnivora,Felidae,Leopardus,Leopardus pardalis,<p>Area Cataratas. CIES. Entrada al CIES </p>,Misiones,-25.67903,-54.45003,186.0,11.0,3.0,1995.0,2434982,Leopardus pardalis,Gato onza Ocelote Tigrillo Ozelot Ocelot Manigordo
490,Animalia,Chordata,Mammalia,Carnivora,Felidae,Leopardus,Leopardus pardalis,<p>Ruta Nacional 101 a 1 km. del cruce RN Nº 12 y RN Nº 101. Dirección Cataratas---Iguazú</p>,Misiones,-25.67485,-54.49136,232.0,9.0,3.0,2002.0,2434982,Leopardus pardalis,Gato onza Ocelote Tigrillo Ozelot Ocelot Manigordo
491,Animalia,Chordata,Mammalia,Carnivora,Felidae,Leopardus,Leopardus pardalis,<p>Ruta Nacional Nº 101 y Acceso Cataratas</p>,Misiones,-25.69081,-54.47808,235.0,19.0,3.0,2002.0,2434982,Leopardus pardalis,Gato onza Ocelote Tigrillo Ozelot Ocelot Manigordo
492,Animalia,Chordata,Mammalia,Carnivora,Felidae,Leopardus,Leopardus pardalis,,Misiones,-25.71543,-54.44002,239.0,10.0,9.0,1991.0,2434982,Leopardus pardalis,Gato onza Ocelote Tigrillo Ozelot Ocelot Manigordo
493,Animalia,Chordata,Mammalia,Carnivora,Felidae,Leopardus,Leopardus pardalis,"""<p> <span class=""""Apple-style-span"""" style=""""font-family: Arial, sans-serif; """">Ruta Nacional Nº 101, a 200 m del cruce con la Ruta Nacional Nº 12</span></p><p class=""""MsoNormal""""><span style=""""font-family:""Arial"",""sans-se""",Misiones,-25.71383,-54.46063,229.0,3.0,2.0,2000.0,2434982,Leopardus pardalis,Gato onza Ocelote Tigrillo Ozelot Ocelot Manigordo
494,Animalia,Chordata,Mammalia,Carnivora,Felidae,Leopardus,Leopardus pardalis,"""<p><span class=""""Apple-style-span"""" style=""""font-family: Arial, sans-serif; """">Ruta Nacional Nº 101, 500 a 1000 m antes del Santo Domingo desde Seccional Yacuí</span></p><p class=""""MsoNormal""""><span style=""""font-family:""Arial"",""sa""",Misiones,-25.67551,-54.26381,266.0,28.0,9.0,1999.0,2434982,Leopardus pardalis,Gato onza Ocelote Tigrillo Ozelot Ocelot Manigordo
495,Animalia,Chordata,Mammalia,Carnivora,Felidae,Leopardus,Leopardus pardalis,"""<p class=""""MsoNormal""""><span style=""""font-family:""Arial"",""sans-serif"""""">Ruta Nacional Nº 12 y camino de acceso a repetidora</span></p><p class=""""MsoNormal""""><span style=""""font-family:""Arial"",""sans-serif""""""><o:p></""",Misiones,-25.65543,-54.51593,249.0,18.0,6.0,1999.0,2434982,Leopardus pardalis,Gato onza Ocelote Tigrillo Ozelot Ocelot Manigordo
496,Animalia,Chordata,Mammalia,Carnivora,Felidae,Leopardus,Leopardus pardalis,"<p> Camino vehicular en cercanías a las lagunas Carpincho y Yacaré, en el área de uso público del parque nacional.</p>",Chaco,-26.78172,-59.62306,84.0,17.0,5.0,2011.0,2434982,Leopardus pardalis,Gato onza Ocelote Tigrillo Ozelot Ocelot Manigordo
497,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,<p>Senda a Los Hitos</p>,Chubut,-42.09499,-71.69345,300.0,14.0,1.0,2009.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
498,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,<p>Caj&oacute;n del Arroyo Melo</p>,Chubut,-42.02627,-71.70597,300.0,29.0,7.0,2009.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
499,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,"<p>Carlucho Fernandez, cerca del R&iacute;o Turbio</p>",Chubut,-42.2277,-71.6969,0.0,15.0,7.0,2007.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
500,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,"<p>Cerro Cuevas, recorriendo desde el Lago por el filo del Cord&oacute;n Cuevas. L&iacute;mite entre RNE y RNS.</p>",Chubut,-42.14844,-71.71084,1000.0,19.0,1.0,2007.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
501,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,"<p>Costa Puerto Cantaros, Puerto Blest.</p>",Neuquén / Río Negro,-41.01889,-71.82281,0.0,14.0,2.0,2009.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
502,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,"<p>Desembocadura de arroyo La Estacada, sobre la arena de la playa del &aacute;rea de acampe</p>",Neuquén / Río Negro,-40.83957,-71.5401,777.0,20.0,10.0,2004.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
503,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,"<p>Naciente del Arrollo Millaqueo, ladera S.O. del cerro Tres Picos</p>",Neuquén / Río Negro,-40.96883,-71.68617,1224.0,9.0,3.0,2009.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
504,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,"<p>Lago Espejo, cabecera Norte. margen Este</p>",Neuquén / Río Negro,-40.53996,-71.75993,0.0,27.0,3.0,2007.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
505,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,"<p>Lago Espejo, llegando a la cabezera Norte, sobre el margen este, frente a la isla Cachal Huapi</p>",Neuquén / Río Negro,-40.54573,-71.75242,0.0,25.0,9.0,2007.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
506,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,"<p>Ribera del R&iacute;o Cuerno, 2 km. aguas arriba de su desembocadura en el Lago Espejo.</p>",Neuquén / Río Negro,-40.5484,-71.77369,0.0,1.0,4.0,2007.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
507,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,"Desembocadura Ayo. La Estacada, en la playa del área de acampe",Neuquén / Río Negro,-40.83981,-71.54147,0.0,20.0,10.0,2004.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
508,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,"<p>Laguna Verde, Cuenca Chimehu&iacute;n</p>",Neuquén,-39.82528,-71.5512,0.0,15.0,6.0,2009.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
509,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,"<p>Laguna Verde, Cuenca Chimehu&iacute;n</p>",Neuquén,-39.82488,-71.56459,0.0,20.0,6.0,2009.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
510,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,<p>Termas de Epulafquen</p>,Neuquén,-39.82396,-71.60905,0.0,19.0,7.0,2009.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
511,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,"<p>Orillas del R&iacute;o Auquinco, despues de Rinc&oacute;n de Los Pinos</p>",Neuquén,-40.01864,-71.46057,0.0,21.0,2.0,2009.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
512,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,<p>Canal de agua de la Seccional Ruca Choroy que sale del Arroyo Rucaco</p>,Neuquén,-39.23015,-71.17514,1350.0,16.0,6.0,2009.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
513,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,<p>Pampa de Castro o veranada de Castro</p>,Neuquén,-39.20933,-71.29825,1358.0,2.0,12.0,2009.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
514,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,"<p>Seccional Quill&eacute;n, a 10 M. de la vivienda oficial</p>",Neuquén,-39.36238,-71.21928,982.0,3.0,2.0,2010.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
515,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,<p>Cerro Quill&eacute;n</p>,Neuquén,-39.34839,-71.22483,1479.0,4.0,1.0,2010.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
516,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,<p>Entre seccional Quill&eacute;n y portada del PN Lan&iacute;n</p>,Neuquén,-39.3718,-71.19888,0.0,10.0,8.0,2009.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
517,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,<p>Lago Hui Hui</p>,Neuquén,-39.38944,-71.26727,0.0,13.0,8.0,2009.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
518,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,<p>Hoster&iacute;a refugio Tromen</p>,Neuquén,-39.53382,-71.41502,0.0,27.0,2.0,2008.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
519,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,"<p>Cerro Cordon Chapelco, Laguna Kika</p>",Neuquén,-41.18925,-71.22397,0.0,10.0,1.0,2009.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
520,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,<p>Cerro Sabana</p>,Neuquén,-40.00081,-71.457,0.0,13.0,12.0,2008.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
521,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,<p>Seccional Lolog</p>,Neuquén,-40.01386,-71.38622,0.0,13.0,10.0,2008.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
522,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,"<p>Ruta Nacional 48 a Hua Hum, entre Yuco y&nbsp; Nonthue</p>",Neuquén,-40.14859,-71.80894,0.0,27.0,1.0,2009.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
523,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,<p>Hua Hum</p>,Neuquén,-40.10851,-71.67243,0.0,12.0,1.0,2009.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
524,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,<p>Seccional &Ntilde;orquinco</p>,Neuquén,-39.16319,-71.29216,1600.0,5.0,4.0,2008.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
525,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,<p>Seccional &Ntilde;orquinco</p>,Neuquén,-39.15011,-71.24325,0.0,26.0,6.0,2007.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
526,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,<p>Ruta 48 Arroyo Quemado 2 km antes de la comunidad Cayun</p>,Neuquén,-40.15919,-71.51628,0.0,13.0,9.0,2007.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
527,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,"A 20 mt del galpón, Seccional Lolog",Neuquén,-40.01401,-71.38483,0.0,21.0,7.0,2004.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
528,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,"<p>Portada centro de ingreso al Paque Nacional, Ruta Provincial N&ordm; 71</p>",Chubut,-42.90061,-71.60013,0.0,5.0,5.0,2009.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
529,Animalia,Chordata,Mammalia,Carnivora,Felidae,Leopardus,Leopardus guigna,<p>2 Km. hacia Pampa Linda desde el mirador de la Isla Coraz&oacute;n</p>,Neuquén / Río Negro,-41.30885,-71.59064,0.0,4.0,11.0,2009.0,2434924,Leopardus guigna,Kodkod
530,Animalia,Chordata,Mammalia,Carnivora,Felidae,Leopardus,Leopardus guigna,<p>A 2 Km. del mirador de la Isla Coraz&oacute;n en direcci&oacute;n hacia Pampa Linda</p>,Neuquén / Río Negro,-41.30885,-71.59064,0.0,6.0,11.0,2009.0,2434924,Leopardus guigna,Kodkod
531,Animalia,Chordata,Mammalia,Carnivora,Felidae,Leopardus,Leopardus guigna,"<p>Costa de R&iacute;o Frias, a la altura de la Secc. Guardaparques</p>",Neuquén / Río Negro,-41.04262,-71.80008,800.0,24.0,9.0,1984.0,2434924,Leopardus guigna,Kodkod
532,Animalia,Chordata,Mammalia,Carnivora,Felidae,Leopardus,Leopardus guigna,<p>A 1 Km. del Lago Fonck sobre el camino</p>,Neuquén / Río Negro,-41.3474,-71.75248,800.0,22.0,1.0,1981.0,2434924,Leopardus guigna,Kodkod
533,Animalia,Chordata,Mammalia,Carnivora,Felidae,Leopardus,Leopardus guigna,Puesto Gendarmería Lago Frías,Neuquén / Río Negro,-41.08162,-71.80874,0.0,9.0,9.0,1983.0,2434924,Leopardus guigna,Kodkod
534,Animalia,Chordata,Mammalia,Carnivora,Felidae,Leopardus,Leopardus guigna,<p>Seccional Que&ntilde;i</p>,Neuquén,-40.14131,-71.71619,0.0,14.0,9.0,2008.0,2434924,Leopardus guigna,Kodkod
535,Animalia,Chordata,Mammalia,Carnivora,Felidae,Leopardus,Leopardus guigna,<p>Seccional &Ntilde;orquinco</p>,Neuquén,-39.1479,-71.24047,0.0,25.0,6.0,2007.0,2434924,Leopardus guigna,Kodkod
536,Animalia,Chordata,Mammalia,Carnivora,Felidae,Leopardus,Leopardus guigna,<p>Seccional &Ntilde;orquinco</p>,Neuquén,-39.1479,-71.24047,0.0,25.0,6.0,2007.0,2434924,Leopardus guigna,Kodkod
537,Animalia,Chordata,Mammalia,Carnivora,Felidae,Leopardus,Leopardus guigna,<p>Seccional Rivadavia</p>,Chubut,-42.61541,-71.6525,0.0,1.0,1.0,1998.0,2434924,Leopardus guigna,Kodkod
538,Animalia,Chordata,Mammalia,Carnivora,Felidae,Leopardus,Leopardus guigna,<p>Cercanias de la Seccional Lago Rivadavia</p>,Chubut,-42.61652,-71.65129,590.0,15.0,11.0,1998.0,2434924,Leopardus guigna,Kodkod
539,Animalia,Chordata,Mammalia,Carnivora,Felidae,Leopardus,Leopardus guigna,"<p>Seccional Lago Rivadavia, 1 Km. al sur</p>",Chubut,-42.62022,-71.65646,620.0,20.0,7.0,1997.0,2434924,Leopardus guigna,Kodkod
540,Animalia,Chordata,Mammalia,Carnivora,Felidae,Leopardus,Leopardus guigna,"<p>Seccional Lago Rivadavia, 5 Km. al Sur</p>",Chubut,-42.63594,-71.66677,662.0,13.0,7.0,1997.0,2434924,Leopardus guigna,Kodkod
541,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,"Costa Lago Tromen (Río Malleo) 1549, 5620. CartaIGM: 3972.29.3",Neuquen,-39.56373,-71.41887,1000.0,22.0,3.0,1982.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
542,Animalia,Chordata,Mammalia,Carnivora,Felidae,Leopardus,Leopardus geoffroyi,"Colonia Juanita, Ibaneta",Formosa,-25.0627,-60.04999,,,,,2434947,Leopardus geoffroyi,Gato montés común Geoffroy's cat
543,Animalia,Chordata,Mammalia,Carnivora,Felidae,Leopardus,Leopardus geoffroyi,Palo Santo,Formosa,-25.5667,-59.34995,,,,,2434947,Leopardus geoffroyi,Gato montés común Geoffroy's cat
544,Animalia,Chordata,Mammalia,Carnivora,Felidae,Leopardus,Leopardus tigrinus,Dos de Mayo,Misiones,-27.0333,-54.64959,,,,,2434930,Leopardus tigrinus,Ocelot cat Oncille Little spotted cat Tigrillo Oncilla Tirica Tiger cat Little tiger cat Northern tiger cat Gato tigre Ozelotkatze
545,Animalia,Chordata,Mammalia,Carnivora,Felidae,Leopardus,Leopardus wiedii,Arroyo Uruguaí,Misiones,-25.94755,-54.22803,,29.0,8.0,1951.0,2434950,Leopardus wiedii,Margay Caucel Baumozelot Tigrillo Tree ocelot Gato pintado Gato montés
546,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma yagouaroundi,El Colorado,Formosa,-26.31457,-59.37005,,,,,2435156,Puma yagouaroundi,Jaguarondi Jaguarundi Yaguarundi
