,kingdom,phylum,class,order,family,genus,species,locality,stateProvince,lat,lng,elevation,day,month,year,taxonKey,ScientificName,VernacularNames
1069,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,"<p>A 150 m al O de Puerto Canoas, cerca de camino a Apepu.</p>",Misiones,-25.6998,-54.41828,196.0,1.0,1.0,2006.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
1070,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,"<p>4,1 km SE de Hidrometro, por picada de los tigreros.</p>",Misiones,-25.69124,-54.37895,249.0,1.0,1.0,2006.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
1071,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,<p>En camino a Apepu y arroyo Tacuarita.</p>,Misiones,-25.61008,-54.34423,199.0,1.0,1.0,2006.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
1072,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,"<p>Por picada de los tigreros, 1,5 km al S de la ruta 101 entre Arroyos Tacuara y Santo Domingo.</p>",Misiones,-25.68747,-54.28876,275.0,1.0,1.0,2006.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
1073,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,"<p>En picada tigreros al N de la ruta 101, entre arroyos Tacuara y Santo Domingo.</p>",Misiones,-25.65226,-54.30608,270.0,1.0,1.0,2006.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
1074,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,"<p>Cerca de afluente izquierdo del Tacuarita, por picada tigreros.</p>",Misiones,-25.63191,-54.33389,238.0,1.0,1.0,2006.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
1075,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,"<p>Camino a Apepu, entre Arroyos Tacuarita y Santo Domingo.</p>",Misiones,-25.59843,-54.33292,221.0,1.0,1.0,2006.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
1076,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,"<p>2,5 km de camino a Apepu y 2,3 km de Arroyo Santo Domingo, en la laguna mas grande.</p>",Misiones,-25.61526,-54.31693,251.0,1.0,1.0,2006.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
1077,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,"<p>3,5 km al E de Hidrometro, por una picada de los tigreros.</p>",Misiones,-25.67698,-54.38308,226.0,1.0,1.0,2004.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
1078,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,"<p>Por camino costero a Apepu, entre Hidrometro y Apepu. Un poco mas adentro del camino.</p>",Misiones,-25.60322,-54.37962,227.0,1.0,1.0,2004.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
1079,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,"<p>Sobre camino costero, en frente de Isla S. Agustin.</p>",Misiones,-25.6484,-54.39634,199.0,1.0,1.0,2004.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
1080,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,"<p>1,2 km de Puerto Canoas, por el camino yendo hacia Apepu.</p>",Misiones,-25.68955,-54.41485,212.0,1.0,1.0,2004.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
1081,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,"<p>En un bajo, a 1,3 km al SE de Puerto Canoas, por picada tigreros.</p>",Misiones,-25.70928,-54.40855,202.0,1.0,1.0,2004.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
1082,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,<p>cartel indicativo curva a 100mts del control de acceso</p>,Misiones,-25.68812,-54.45613,189.0,24.0,11.0,2004.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
1083,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,<p>Aprox. a 950 m de Seccional Timbo por el camino que llega al predio del Aeropuerto.</p>,Misiones,-25.72276,-54.44297,240.0,1.0,1.0,2004.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
1084,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,"<p>Aprox. 7,9 km al NE de Hidrometro y aprox. 9,5 km al SO de Apepu, por una picada de los tigreros.</p>",Misiones,-25.62779,-54.35936,243.0,1.0,1.0,2004.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
1085,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,"<p>Aprox. 2,4 km al E de Puerto Canoas, a 180 m de una picada de los tigreros.</p>",Misiones,-25.70116,-54.3922,247.0,1.0,1.0,2004.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
1086,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,"<p>Cerca de un afluente del Tacuara, aprox. 600 m al O de la ruta 101, 1,1 km despues del Arroyo Tacuara yendo hacia Yacuy.Por picada de los tigreros.</p>",Misiones,-25.67658,-54.31643,257.0,1.0,1.0,2004.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
1087,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,"<p>Aprox. 2,12 km antes de Arroyo Santo Domingo, yendo por la ruta 101 hacia Yacuy. A 200 m al N de la ruta por picada tigreros.</p>",Misiones,-25.67189,-54.29212,293.0,1.0,1.0,2004.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
1088,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,"<p>Aprox. 3,6 km al sur de Seccional Timbo, por el camino que llega al predio del Aeropuerto.</p>",Misiones,-25.74628,-54.44739,267.0,1.0,1.0,2004.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
1089,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,"<p>Aprox. 2,7 km al NE de Hidrometro, en una picada tigreros.</p>",Misiones,-25.66424,-54.39451,207.0,1.0,1.0,2004.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
1090,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,"<p>Aprox. 6,5 km al N de Hidrometro, por el camino a Apepu.</p>",Misiones,-25.63697,-54.38793,212.0,1.0,1.0,2004.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
1091,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,"<p>Aprox. a 3,4 km de seccional Apepu, yendo hacia Apepu por el camino.</p>",Misiones,-25.57586,-54.3261,194.0,1.0,1.0,2004.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
1092,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,"<p>Aprox. 8, 26 km al N de seccional Hidrometro, por el camino a Apepu.</p>",Misiones,-25.62236,-54.38461,200.0,1.0,1.0,2004.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
1093,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,"<p>Aprox. 2,25 km al Norte de Hidrometro, por el camino a Apepu.</p>",Misiones,-25.66163,-54.42072,218.0,1.0,1.0,2004.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
1094,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,"<p>Aprox. 285 m despues de Antiguo Puerto Canoas, yendo por el camino hacia Apepu.</p>",Misiones,-25.70323,-54.43249,200.0,1.0,1.0,2004.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
1095,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,<p>sendero Macuco</p>,Misiones,-25.66645,-54.44968,186.0,14.0,12.0,2004.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
1096,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,<p>Sendero Yacaratia. Bajada larga hasta cartel de Guatambu (aprox. a 1150 m de entrada Yacaratia).</p>,Misiones,-25.66867,-54.458,200.0,16.0,9.0,2008.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
1097,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,"<p>Estacion Cataratas, final vallado hacia Garganta.</p>",Misiones,-25.684,-54.44902,188.0,6.0,11.0,2007.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
1098,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,"<p>Ruta 101, cerca del cruce con la Ruta 12.</p>",Misiones,-25.67936,-54.48792,245.0,4.0,11.0,2007.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
1099,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,"<p>Saliendo de Acceso Cataratas, a 300 m (se tomo como punto de partida el ingreso a Area Cataratas).</p>",Misiones,-25.68972,-54.45681,198.0,30.0,10.0,2007.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
1100,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,"<p>Vieja Playa Estacionamiento, frente al sanitario del Bar El Fortin.</p>",Misiones,-25.68219,-54.44849,187.0,13.0,8.0,2007.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
1101,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,<p>Area Cataratas. Porton ex acceso Area Cataratas.</p>,Misiones,-25.69013,-54.45898,217.0,21.0,9.0,2008.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
1102,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,<p>Ruta 101. Cerca de Arroyo Yacuy.</p>,Misiones,-25.68065,-54.16799,235.0,11.0,7.0,2008.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
1103,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,<p>Ruta 101. Arroyo Ibicuy margen derecha.</p>,Misiones,-25.70074,-54.34631,223.0,10.0,7.0,2008.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
1104,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,<p>Ruta 12. Cercanias Ejercito Argentino (Curva)</p>,Misiones,-25.64266,-54.53242,232.0,6.0,6.0,2008.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
1105,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,<p>camino a Pto Canoas - 20mts antes de la entrada camino a Seccional Timb&oacute;</p>,Misiones,-25.70356,-54.44037,191.0,14.0,9.0,2003.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
1106,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,<p>camino de acceso al AC entre cuce al aeropuerto y porton de acceso al campamento yaguarete</p>,Misiones,-25.68846,-54.46843,231.0,17.0,10.0,2003.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
1107,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,<p>sendero Yacarati&aacute; 1.500 mts antes de unirse al Yacarati&aacute; de Iguazu Jungle Explorer</p>,Misiones,-25.62864,-54.49978,196.0,25.0,10.0,2003.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
1108,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,<p>Port&oacute;n Timb&oacute;</p>,Misiones,-25.71443,-54.44129,232.0,15.0,12.0,2007.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
1109,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,<p>Area Cataratas - Inicio paseo superior</p>,Misiones,-25.68466,-54.44684,178.0,7.0,12.0,2005.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
1110,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,<p>Area Cataratas - Curva del Sheraton</p>,Misiones,-25.67882,-54.44798,183.0,9.0,6.0,2006.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
1111,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,<p>Area Cataratas - Paseo Superior - Puente Bosetti</p>,Misiones,-25.68476,-54.44671,179.0,8.0,6.0,2006.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
1112,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,<p>Area Cataratas a 250m de Puerto Canoas</p>,Misiones,-25.7029,-54.43508,186.0,5.0,4.0,2006.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
1113,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,<p>Area Cataratas - Camino de servicio en direccion al CIES</p>,Misiones,-25.67855,-54.44937,184.0,23.0,9.0,2006.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
1114,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,<p>Area Cataratas - Senda uso multiple &quot;Pupi&quot; a 20 m de Tapicur&uacute;</p>,Misiones,-25.68573,-54.45936,203.0,29.0,7.0,2006.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
1115,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,<p>Area Cataratas - entrada a ex- cantera</p>,Misiones,-25.68878,-54.47436,219.0,28.0,7.0,2006.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
1116,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,<p>Camino costero a Apepu pasando Hidrometro</p>,Misiones,-25.61122,-54.33507,200.0,25.0,7.0,2006.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
1117,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,<p>Pto Canoas</p>,Misiones,-25.70299,-54.43553,187.0,26.0,11.0,2003.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
1118,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,<p>2000 m antes de Hidrometro</p>,Misiones,-25.69142,-54.41474,202.0,15.0,3.0,2006.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
1119,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,<p>Camino Apepu sobre zanja (Curso de agua no permanente)</p>,Misiones,-25.68068,-54.42021,194.0,14.0,3.0,2006.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
1120,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,<p>Ruta 12 y 101 - siguiente bajada hacia el pueblo</p>,Misiones,-25.66284,-54.50651,217.0,9.0,3.0,2006.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
1121,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,<p>PNI. AC. Barrio de Guardaparques. Camino Acceso Barrio Guardaparques<br />&nbsp;</p>,Misiones,-25.67906,-54.45476,183.0,14.0,3.0,1997.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
1122,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,"<p>Aeropuerto Internacional Cataratas, 100 m antes de casilla de ingreso<br />&nbsp;</p>",Misiones,-25.72793,-54.47018,245.0,25.0,10.0,1997.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
1123,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,<p>Area Cataratas - Paseo Superior - Puente del Bossetti</p>,Misiones,-25.6858,-54.44671,178.0,8.0,6.0,2006.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
1124,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,<p>Picada Montti 1700 (picada de los tigreros) cerca de la ruta 101</p>,Misiones,-25.72737,-54.37125,283.0,3.0,10.0,2004.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
1125,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,<p>Cortada SE CIES (Hacia la ruta)</p>,Misiones,-25.67894,-54.44911,195.0,17.0,8.0,2003.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
1126,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,<p>Senda Boqueron 113 m (senda moneros)</p>,Misiones,-25.6742,-54.44815,197.0,27.0,8.0,2004.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
1127,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,<p>Sendero Macuco 1300 m</p>,Misiones,-25.66889,-54.44876,165.0,26.0,8.0,2004.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
1128,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,<p>Aeropuerto viejo (camino que sale de la curva entes del CIES)</p>,Misiones,-25.67569,-54.45289,182.0,29.0,4.0,2003.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
1129,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,"<p>Camino a Timbo, a 100 mts del cruce con Puerto Canoas</p>",Misiones,-25.70508,-54.44145,192.0,5.0,5.0,2002.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
1130,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,<p>Puerto Canoas (ex) </p>,Misiones,-25.70362,-54.43465,196.0,14.0,4.0,2004.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
1131,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,<p>Camping &Ntilde;andu</p>,Misiones,-25.70435,-54.42245,193.0,20.0,8.0,2004.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
1132,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,<p>Camino entre Puerto Canoas y Timbo - PN Iguazu</p>,Misiones,-25.70954,-54.44203,215.0,11.0,5.0,2003.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
1133,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,"<p>IASA (Limite San Jorge - Parque Nacional Iguazu), camino</p>",Misiones,-25.75424,-54.43657,269.0,7.0,11.0,2005.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
